md5_hash,copies_count,file_paths,folders,filename_code_labels,evidence_based_labels_list,strict_5class_qualified,strict_5class_label,majority_5class_qualified,majority_5class_label,majority_resolved_by_voting,strict_binary_qualified,strict_binary_label,majority_binary_qualified,majority_binary_label,group_status
eb5c881babed0985099e486422e3d828,5,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_19.wav; raw_data\Dataset\not_cry\216n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_19.wav; raw_data_2\cry\laugh\laugh_2.m4a_19.wav; raw_data_2\Dataset\not_cry\216n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
eb863e2f530e2a8b2f0bbd30e55ec8bf,12,raw_data\BABY CRY\cold_hot\108c.wav; raw_data\BABY CRY\hungry\35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav; raw_data\Baby Crying Sounds\cold_hot\108c.wav; raw_data\Baby Crying Sounds\hungry\35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav; raw_data\Dataset\cry\108c.wav; raw_data\donateacry_corpus\hungry\35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\108c.wav; raw_data_2\Baby Crying Sounds\hungry\35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav; raw_data_2\cry\cold_hot\108c.wav; raw_data_2\cry\hungry\35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav; raw_data_2\Dataset\cry\108c.wav; raw_data_2\hungry\hungry1 (116).wav,hungry; cold_hot; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
eb86443259c8cb2d38edd0c18cfdb9ff,2,raw_data\BABY CRY\discomfort\uncom_natan14.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_natan14.wav,discomfort; Uncomfortable,None,Discomfort,yes,Discomfort,yes,Discomfort,no,yes,Not Hungry,yes,Not Hungry,no_conflict
ec713e45a0d4316d50e6d60dc29a13c5,2,raw_data\BABY CRY\scared\b6911857-98b7-4bd7-86b9-7dec90fbd897-1431351785422-1.7-m-72-sc.wav; raw_data_2\cry\scared\b6911857-98b7-4bd7-86b9-7dec90fbd897-1431351785422-1.7-m-72-sc.wav,scared,None,Unknown,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
ecea497d70d917d4a646039108f4b424,4,raw_data\BABY CRY\scared\sc-13 - Copy.mp3; raw_data\BABY CRY\scared\sc-13.mp3; raw_data_2\cry\scared\sc-13 - Copy.mp3; raw_data_2\cry\scared\sc-13.mp3,scared,None,Unknown,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
edc9f1c996098407d547c570c243a956,1,raw_data\BABY CRY\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587899682-1.7-m-04-ti.wav,tired,Tired,Tired,yes,Tired,yes,Tired,no,yes,Not Hungry,yes,Not Hungry,no_conflict
edf7b2ed5486d079011a2fe848b49d69,5,raw_data\Baby Crying Sounds\silence\silence.wav_20.wav; raw_data\Dataset\not_cry\237n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_20.wav; raw_data_2\cry\silence\silence.wav_20.wav; raw_data_2\Dataset\not_cry\237n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
ee0e4d98b64a7820794b379fbfa1f340,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_28.wav; raw_data\Dataset\not_cry\137n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_28.wav; raw_data_2\cry\laugh\laugh_1.m4a_28.wav; raw_data_2\Dataset\not_cry\137n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
ee24c350bd03dc0d177251f8c8c741cb,11,raw_data\BABY CRY\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav; raw_data\Baby Crying Sounds\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav; raw_data\Baby Crying Sounds\tired\312c.wav; raw_data\Dataset\cry\312c.wav; raw_data\donateacry_corpus\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav; raw_data_2\Baby Crying Sounds\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav; raw_data_2\Baby Crying Sounds\tired\312c.wav; raw_data_2\cry\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav; raw_data_2\cry\tired\312c.wav; raw_data_2\Dataset\cry\312c.wav; raw_data_2\discomfort\10discomfort.wav,discomfort; tired; cry,None; Discomfort,Unknown; Tired; Discomfort,no,Excluded/Unknown,yes,Discomfort,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
ee3e303b92f09bfbf2e6648557ef0540,11,raw_data\BABY CRY\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav; raw_data\Baby Crying Sounds\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav; raw_data\Baby Crying Sounds\tired\298c.wav; raw_data\Dataset\cry\298c.wav; raw_data\donateacry_corpus\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav; raw_data_2\Baby Crying Sounds\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav; raw_data_2\Baby Crying Sounds\tired\298c.wav; raw_data_2\cry\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav; raw_data_2\cry\tired\298c.wav; raw_data_2\Dataset\cry\298c.wav; raw_data_2\hungry\hungry1 (80).wav,hungry; tired; cry,None; Hungry,Unknown; Hungry; Tired,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
ee59e532684fa2e4e0c8cb0fd764f67d,12,raw_data\BABY CRY\hungry\7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav; raw_data\BABY CRY\tired\266c.wav; raw_data\Baby Crying Sounds\hungry\7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\tired\266c.wav; raw_data\Dataset\cry\266c.wav; raw_data\donateacry_corpus\hungry\7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\266c.wav; raw_data_2\cry\hungry\7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav; raw_data_2\cry\tired\266c.wav; raw_data_2\Dataset\cry\266c.wav; raw_data_2\hungry\hungry1 (60).wav,hungry; tired; cry,None; Hungry,Unknown; Hungry; Tired,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
ee7bd70d72c23b16c907c36f7409038b,1,raw_data_2\cry\burping\generated3_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,burping,Burping,Burping,yes,Burping,yes,Burping,no,yes,Not Hungry,yes,Not Hungry,no_conflict
ee7c22e4a25d6629127be6246cde6844,11,raw_data\BABY CRY\burping\505c.wav; raw_data\Baby Crying Sounds\burping\505c.wav; raw_data\Baby Crying Sounds\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587899682-1.7-m-04-ti.wav; raw_data\Dataset\cry\505c.wav; raw_data\donateacry_corpus\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587899682-1.7-m-04-ti.wav; raw_data_2\Baby Crying Sounds\burping\505c.wav; raw_data_2\Baby Crying Sounds\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587899682-1.7-m-04-ti.wav; raw_data_2\cry\burping\505c.wav; raw_data_2\cry\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587899682-1.7-m-04-ti.wav; raw_data_2\Dataset\cry\505c.wav; raw_data_2\tired\21tired.wav,burping; tired; cry,None; Tired,Burping; Unknown; Tired,no,Excluded/Unknown,yes,Tired,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
ee983a6bfaf0db42cdeabcc0d9e87cc1,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_11.wav; raw_data\Dataset\not_cry\120n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_11.wav; raw_data_2\cry\laugh\laugh_1.m4a_11.wav; raw_data_2\Dataset\not_cry\120n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
eeabc1e302a0871eec0bea31f974ce31,5,raw_data\Baby Crying Sounds\burping\545c.wav; raw_data\Dataset\cry\545c.wav; raw_data_2\Baby Crying Sounds\burping\545c.wav; raw_data_2\cry\burping\545c.wav; raw_data_2\Dataset\cry\545c.wav,burping; cry,None,Burping; Unknown,no,Excluded/Unknown,yes,Burping,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
eee6bac74ef516ca447321d1a78b54bb,6,raw_data\BABY CRY\cold_hot\68c.ogg; raw_data\Baby Crying Sounds\cold_hot\68c.ogg; raw_data\Dataset\cry\68c.ogg; raw_data_2\Baby Crying Sounds\cold_hot\68c.ogg; raw_data_2\cry\cold_hot\68c.ogg; raw_data_2\Dataset\cry\68c.ogg,cold_hot; cry,None,Unknown; Discomfort,no,Excluded/Unknown,yes,Discomfort,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
ef04dcc0e3ad52553c8473f1dee1a4c0,11,raw_data\BABY CRY\hungry\f5b29377-7cd6-4688-942c-5a07add39dc5-1437178455960-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\burping\532c.wav; raw_data\Baby Crying Sounds\hungry\f5b29377-7cd6-4688-942c-5a07add39dc5-1437178455960-1.7-f-26-hu.wav; raw_data\Dataset\cry\532c.wav; raw_data\donateacry_corpus\hungry\f5b29377-7cd6-4688-942c-5a07add39dc5-1437178455960-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\burping\532c.wav; raw_data_2\Baby Crying Sounds\hungry\f5b29377-7cd6-4688-942c-5a07add39dc5-1437178455960-1.7-f-26-hu.wav; raw_data_2\cry\burping\532c.wav; raw_data_2\cry\hungry\f5b29377-7cd6-4688-942c-5a07add39dc5-1437178455960-1.7-f-26-hu.wav; raw_data_2\Dataset\cry\532c.wav; raw_data_2\hungry\hungry1 (354).wav,burping; hungry; cry,None; Hungry,Burping; Unknown; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
ef149e560b3c51c270d44ab7b78a9ba7,10,raw_data\Baby Crying Sounds\burping\467c.wav; raw_data\Baby Crying Sounds\tired\b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti.wav; raw_data\Dataset\cry\467c.wav; raw_data\donateacry_corpus\tired\b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti.wav; raw_data_2\Baby Crying Sounds\burping\467c.wav; raw_data_2\Baby Crying Sounds\tired\b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti.wav; raw_data_2\cry\burping\467c.wav; raw_data_2\cry\tired\b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti.wav; raw_data_2\Dataset\cry\467c.wav; raw_data_2\tired\13tired.wav,burping; tired; cry,None; Tired,Burping; Unknown; Tired,no,Excluded/Unknown,yes,Tired,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
ef401860769fe3816c0eef3ce061b68b,2,raw_data\BABY CRY\lonely\d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav; raw_data_2\cry\lonely\d1e236a0-e030-4137-9030-5625026cd098-1430390498353-1.2-m-04-lo.wav,lonely,Lonely,Lonely,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
ef65cdd714d8c46b874274ffd7d5bcf5,12,raw_data\BABY CRY\cold_hot\16c.wav; raw_data\BABY CRY\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav; raw_data\Baby Crying Sounds\cold_hot\16c.wav; raw_data\Baby Crying Sounds\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav; raw_data\Dataset\cry\16c.wav; raw_data\donateacry_corpus\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\16c.wav; raw_data_2\Baby Crying Sounds\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav; raw_data_2\cry\cold_hot\16c.wav; raw_data_2\cry\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav; raw_data_2\Dataset\cry\16c.wav; raw_data_2\hungry\hungry1 (149).wav,hungry; cold_hot; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
ef94435a169b87a051698f01693b0896,12,raw_data\BABY CRY\belly_pain\379c.wav; raw_data\BABY CRY\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav; raw_data\Baby Crying Sounds\belly pain\379c.wav; raw_data\Baby Crying Sounds\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav; raw_data\Dataset\cry\379c.wav; raw_data\donateacry_corpus\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\379c.wav; raw_data_2\Baby Crying Sounds\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav; raw_data_2\cry\belly pain\379c.wav; raw_data_2\cry\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav; raw_data_2\Dataset\cry\379c.wav; raw_data_2\hungry\hungry1 (345).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
efacac34ba63c8a41d39cbc64ccee9fc,12,raw_data\BABY CRY\belly_pain\367c.wav; raw_data\BABY CRY\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430084007-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\belly pain\367c.wav; raw_data\Baby Crying Sounds\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430084007-1.0-f-26-hu.wav; raw_data\Dataset\cry\367c.wav; raw_data\donateacry_corpus\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430084007-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\367c.wav; raw_data_2\Baby Crying Sounds\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430084007-1.0-f-26-hu.wav; raw_data_2\cry\belly pain\367c.wav; raw_data_2\cry\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430084007-1.0-f-26-hu.wav; raw_data_2\Dataset\cry\367c.wav; raw_data_2\hungry\hungry1 (318).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
efe72a920e4be06ba812992df5f12bc4,12,raw_data\BABY CRY\burping\515c.wav; raw_data\BABY CRY\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\burping\515c.wav; raw_data\Baby Crying Sounds\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav; raw_data\Dataset\cry\515c.wav; raw_data\donateacry_corpus\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\burping\515c.wav; raw_data_2\Baby Crying Sounds\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav; raw_data_2\cry\burping\515c.wav; raw_data_2\cry\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\515c.wav; raw_data_2\hungry\hungry1 (326).wav,burping; hungry; cry,None; Hungry,Burping; Unknown; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
f0477de236462d7e5d4d37e6044ad986,11,raw_data\BABY CRY\hungry\c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\burping\477c.wav; raw_data\Baby Crying Sounds\hungry\c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav; raw_data\Dataset\cry\477c.wav; raw_data\donateacry_corpus\hungry\c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\burping\477c.wav; raw_data_2\Baby Crying Sounds\hungry\c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav; raw_data_2\cry\burping\477c.wav; raw_data_2\cry\hungry\c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav; raw_data_2\Dataset\cry\477c.wav; raw_data_2\hungry\hungry1 (288).wav,burping; hungry; cry,None; Hungry,Burping; Unknown; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
f078656cbe48d1df0a37917cf5dff169,5,raw_data\Baby Crying Sounds\noise\4-204115-A.ogg; raw_data\Dataset\not_cry\86n.ogg; raw_data_2\Baby Crying Sounds\noise\4-204115-A.ogg; raw_data_2\cry\noise\4-204115-A.ogg; raw_data_2\Dataset\not_cry\86n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
f0caeed4ab00e9f63ab7176178544f93,5,raw_data\Baby Crying Sounds\silence\silence.wav_76.wav; raw_data\Dataset\not_cry\293n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_76.wav; raw_data_2\cry\silence\silence.wav_76.wav; raw_data_2\Dataset\not_cry\293n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
f0ee3aad06075e9feab8779901e84c87,2,raw_data\BABY CRY\hungry\hung_sugianto_minta_susu_14.wav; raw_data_2\Infants Cry Sound\Dataset\Hungry\hung_sugianto_minta_susu_14.wav,hungry; Hungry,None,Hungry,yes,Hungry,yes,Hungry,no,yes,Hungry,yes,Hungry,no_conflict
f1312d00b1ef2fc39aa9baaab8e5111f,5,raw_data\Baby Crying Sounds\silence\silence.wav_83.wav; raw_data\Dataset\not_cry\300n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_83.wav; raw_data_2\cry\silence\silence.wav_83.wav; raw_data_2\Dataset\not_cry\300n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
f15ed455288e9b69b9e53b0dbbaa01b9,12,raw_data\BABY CRY\cold_hot\80c.wav; raw_data\BABY CRY\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\cold_hot\80c.wav; raw_data\Baby Crying Sounds\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav; raw_data\Dataset\cry\80c.wav; raw_data\donateacry_corpus\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\80c.wav; raw_data_2\Baby Crying Sounds\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav; raw_data_2\cry\cold_hot\80c.wav; raw_data_2\cry\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav; raw_data_2\Dataset\cry\80c.wav; raw_data_2\hungry\hungry1 (110).wav,hungry; cold_hot; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
f229666abe662b913f066a69c0408f2c,5,raw_data\Baby Crying Sounds\silence\silence.wav_13.wav; raw_data\Dataset\not_cry\230n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_13.wav; raw_data_2\cry\silence\silence.wav_13.wav; raw_data_2\Dataset\not_cry\230n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
f2456e2aeb4fec084d356aabaa95ac14,2,raw_data\BABY CRY\discomfort\uncom_natan15.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_natan15.wav,discomfort; Uncomfortable,None,Discomfort,yes,Discomfort,yes,Discomfort,no,yes,Not Hungry,yes,Not Hungry,no_conflict
f296ba262a1215a884b30cab4ecb67ff,12,raw_data\BABY CRY\belly_pain\384c.wav; raw_data\BABY CRY\hungry\F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav; raw_data\Baby Crying Sounds\belly pain\384c.wav; raw_data\Baby Crying Sounds\hungry\F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav; raw_data\Dataset\cry\384c.wav; raw_data\donateacry_corpus\hungry\F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\384c.wav; raw_data_2\Baby Crying Sounds\hungry\F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav; raw_data_2\cry\belly pain\384c.wav; raw_data_2\cry\hungry\F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav; raw_data_2\Dataset\cry\384c.wav; raw_data_2\hungry\hungry1 (350).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
f2a65367c8ffbd6446860649634675ab,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_10.wav; raw_data\Dataset\not_cry\119n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_10.wav; raw_data_2\cry\laugh\laugh_1.m4a_10.wav; raw_data_2\Dataset\not_cry\119n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
f2b27e6861c686a74812666413bceec6,11,raw_data\BABY CRY\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav; raw_data\Baby Crying Sounds\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav; raw_data\Baby Crying Sounds\tired\322c.wav; raw_data\Dataset\cry\322c.wav; raw_data\donateacry_corpus\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\322c.wav; raw_data_2\cry\hungry\9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav; raw_data_2\cry\tired\322c.wav; raw_data_2\Dataset\cry\322c.wav; raw_data_2\hungry\hungry1 (92).wav,hungry; tired; cry,None; Hungry,Unknown; Hungry; Tired,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
f2bc2498b50828867b2dc0eea25c3967,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_2.wav; raw_data\Dataset\not_cry\111n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_2.wav; raw_data_2\cry\laugh\laugh_1.m4a_2.wav; raw_data_2\Dataset\not_cry\111n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
f2c5561f06f6bc842fdbea94b584ca9f,11,raw_data\BABY CRY\hungry\990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav; raw_data\Baby Crying Sounds\hungry\990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav; raw_data\Baby Crying Sounds\tired\309c.wav; raw_data\Dataset\cry\309c.wav; raw_data\donateacry_corpus\hungry\990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\309c.wav; raw_data_2\cry\hungry\990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav; raw_data_2\cry\tired\309c.wav; raw_data_2\Dataset\cry\309c.wav; raw_data_2\hungry\hungry1 (192).wav,hungry; tired; cry,None; Hungry,Unknown; Hungry; Tired,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
f2ffe500f35b1832b04883184a9946bc,2,raw_data\BABY CRY\discomfort\uncom_yudi_ganti_popok_15.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_yudi_ganti_popok_15.wav,discomfort; Uncomfortable,None,Discomfort,yes,Discomfort,yes,Discomfort,no,yes,Not Hungry,yes,Not Hungry,no_conflict
